id,size,annualized,prop_dt,prop_large,prop_retail,prop_insider,share
002303,0.22,3.98%,2017-06-30,---,100.00%,0.00%,0.69
002304,7.61,1.38%,2017-06-30,0.32%,99.68%,0.00%,9.45
002305,0.58,-26.57%,2017-06-30,0.01%,99.99%,5.08%,0.64
002306,1.03,2.48%,2017-06-30,99.95%,0.05%,0.01%,1.49
002307,2.43,13.30%,2017-06-30,49.80%,50.20%,0.41%,1.58
002308,12.26,3.27%,2017-06-30,8.59%,91.41%,0.21%,13.50
002309,0.02,3.58%,2017-06-30,0.00%,100.00%,11.39%,0.01
002310,2.30,20.32%,2017-06-30,99.48%,0.52%,0.00%,2.15
002311,1.84,4.03%,2017-06-30,99.14%,0.86%,0.07%,1.77
002312,0.01,4.40%,2017-06-30,0.00%,100.00%,0.35%,0.01
002313,0.00,5.88%,-,-,-,-,-
002314,0.00,4.41%,2017-06-30,100.00%,0.00%,0.00%,0.28
002315,2.60,20.34%,2017-06-30,97.02%,2.98%,0.42%,0.37
002316,0.10,4.63%,2017-06-30,52.55%,47.45%,5.56%,0.10
002317,2.99,2.08%,2017-06-30,0.00%,100.00%,0.00%,5.15
002318,0.30,3.82%,2017-06-30,75.81%,24.19%,0.27%,1.35
002319,1.83,--,-,-,-,-,-
002322,0.00,5.61%,2017-06-30,0.00%,100.00%,100.00%,0.00
002323,0.00,9.85%,2017-06-30,92.07%,7.93%,0.12%,0.10
002324,12.80,4.04%,2017-06-30,5.37%,94.63%,0.17%,8.91
002325,21.50,4.21%,2017-06-30,69.05%,30.95%,0.33%,8.72
002326,0.01,12.21%,2017-06-30,0.00%,100.00%,100.00%,0.00
002327,3.25,5.53%,2017-06-30,---,100.00%,36.05%,0.00
002328,0.00,8.16%,2017-06-30,0.00%,100.00%,70.17%,0.00
002330,0.49,2.08%,2017-06-30,98.11%,1.89%,0.13%,0.49
002331,1.43,-1.97%,2017-06-30,76.16%,23.84%,0.04%,1.58
002332,6.90,16.79%,2017-06-30,34.31%,65.69%,0.10%,5.27
002333,1.47,15.90%,2017-06-30,34.77%,65.23%,0.18%,0.58
002334,0.95,13.36%,2017-06-30,22.73%,77.27%,0.10%,0.63
002335,0.10,13.10%,2017-06-30,0.00%,100.00%,0.00%,0.06
002336,28.77,2.62%,2017-06-30,100.00%,0.00%,0.00%,28.43
002337,5.10,3.41%,2017-06-30,99.99%,0.01%,0.00%,4.98
002338,6.56,2.05%,2017-06-30,13.32%,86.68%,0.01%,10.30
002339,0.33,7.87%,2017-06-30,100.00%,0.00%,0.00%,0.22
002340,1.43,22.33%,2017-06-30,6.34%,93.66%,2.87%,1.55
002341,0.10,1.76%,2017-06-30,100.00%,0.00%,0.00%,0.10
002342,5.12,3.19%,2017-06-30,100.00%,0.00%,0.00%,5.00
002344,5.00,--,-,-,-,-,-
002345,1.80,-23.80%,2017-06-30,24.91%,75.09%,0.24%,3.38
002350,21.14,3.05%,2017-06-30,99.52%,0.48%,0.01%,23.77
002351,6.66,7.65%,2017-06-30,97.71%,2.29%,0.00%,2.03
002354,3.99,3.51%,2017-06-30,100.00%,0.00%,0.00%,3.99
002355,1.49,3.08%,2017-06-30,---,100.00%,0.00%,1.44
002356,2.30,0.30%,2017-06-30,72.43%,27.57%,0.00%,16.29
002357,0.14,-0.40%,2017-06-30,---,100.00%,0.01%,2.15
002358,8.67,2.55%,2017-06-30,23.32%,76.68%,0.00%,9.67
002360,1.70,4.35%,2017-06-30,99.47%,0.53%,0.00%,1.75
002361,13.59,6.02%,2017-06-30,99.78%,0.22%,0.00%,10.15
002362,0.77,5.68%,2017-06-30,88.86%,11.14%,0.02%,0.22
002363,19.85,2.67%,2017-06-30,15.05%,84.95%,0.00%,28.91
002364,3.71,1.89%,2017-06-30,0.02%,99.98%,0.00%,5.34
002365,1.46,1.08%,2017-06-30,99.90%,0.10%,0.00%,7.47
002366,0.16,0.68%,2017-06-30,18.68%,81.32%,0.00%,0.28
002367,24.59,1.70%,2017-06-30,29.07%,70.93%,0.00%,29.25
002368,0.01,7.98%,2017-06-30,99.69%,0.31%,0.00%,5.51
002369,0.21,6.09%,2017-06-30,52.51%,47.49%,0.00%,0.50
002370,0.00,-1.40%,-,-,-,-,-
002371,0.04,2.23%,2017-06-30,100.00%,---,0.00%,2.97
002372,0.00,13.69%,2016-12-31,100.00%,---,0.00%,0.48
002373,0.00,3.54%,-,-,-,-,-
002374,0.96,8.35%,2017-06-30,---,100.00%,0.00%,0.00
002375,0.00,-1.86%,-,-,-,-,-
002376,0.81,7.17%,2017-06-30,97.50%,2.50%,0.05%,1.74
002377,70.62,2.96%,2017-06-30,100.00%,0.00%,0.00%,68.01
002378,32.49,3.26%,2017-06-30,30.28%,69.72%,0.01%,33.53
002379,3.57,20.51%,2017-06-30,84.82%,15.18%,0.22%,2.56
002380,3.57,31.29%,2017-06-30,84.82%,15.18%,0.22%,2.56
002381,0.03,-0.20%,2017-06-30,0.01%,99.99%,0.10%,0.10
002382,0.12,-0.51%,2017-06-30,0.00%,100.00%,0.00%,0.13
002383,1.04,-0.33%,2017-06-30,1.09%,98.91%,0.87%,1.63
002384,2.01,--,-,-,-,-,-
002385,1.60,18.83%,2017-06-30,12.92%,87.08%,0.01%,0.28
002386,0.57,--,2017-06-30,12.63%,87.37%,0.00%,0.93
002387,19.93,20.98%,2017-06-30,97.49%,2.51%,0.01%,15.24
002388,4.81,6.57%,2017-06-30,99.99%,0.01%,0.00%,5.92
002389,11.45,3.66%,2017-06-30,22.21%,77.79%,0.01%,13.51
002390,0.00,--,-,-,-,-,-
002391,11.03,-4.82%,2017-06-30,42.43%,57.57%,0.04%,13.07
002392,11.03,3.94%,2017-06-30,42.43%,57.57%,0.04%,13.07
002393,1.48,-5.21%,2017-06-30,30.62%,69.38%,0.10%,2.35
002395,3.03,0.00%,2017-06-30,53.59%,46.41%,0.00%,19.62
002396,1.41,-0.42%,2017-06-30,26.23%,73.77%,0.00%,4.86
002397,0.30,-2.66%,2017-06-30,98.34%,1.66%,0.00%,1.09
002398,23.05,6.16%,2017-06-30,23.76%,76.24%,0.00%,27.91
002399,1.45,5.58%,2017-06-30,0.00%,100.00%,0.00%,1.67
002400,11.23,-5.20%,2017-06-30,13.77%,86.23%,0.25%,27.24
002401,2.80,-5.69%,2017-06-30,1.40%,98.60%,0.03%,9.89
002402,13.50,3.56%,2017-06-30,13.77%,86.23%,0.25%,27.24
002403,6.35,3.01%,2017-06-30,1.40%,98.60%,0.03%,9.89
002404,1.28,1.17%,2017-06-30,0.04%,99.96%,0.01%,2.42
002405,10.12,--,-,-,-,-,-
002406,0.76,--,-,-,-,-,-
002407,8.43,2.79%,2017-06-30,25.54%,74.46%,0.00%,9.10
002408,0.20,3.65%,2017-06-30,0.00%,100.00%,8.12%,0.23
002409,0.01,9.59%,2017-06-30,98.33%,1.67%,0.19%,0.51
002410,5.23,7.50%,2016-12-31,100.00%,---,0.00%,1.00
002411,2.40,7.53%,2017-06-30,99.76%,0.24%,0.01%,3.11
002412,2.26,0.30%,2017-06-30,0.09%,99.91%,0.00%,2.93
002413,6.67,7.56%,2017-06-30,99.87%,0.13%,0.00%,6.65
002414,18.34,7.49%,2017-06-30,99.97%,0.03%,0.00%,18.30
002415,6.58,4.25%,2017-06-30,13.22%,86.78%,0.01%,7.57
002416,0.03,-0.34%,2017-06-30,0.00%,100.00%,0.00%,0.08
002417,0.56,0.16%,2017-06-30,0.00%,100.00%,0.00%,1.09
002418,0.01,15.69%,2017-06-30,---,100.00%,0.00%,0.00
002419,33.58,7.47%,2017-06-30,37.74%,62.26%,0.00%,35.94
002420,32.53,7.82%,2017-06-30,22.90%,77.10%,0.00%,39.30
002421,1.87,6.24%,2017-06-30,91.65%,8.35%,0.00%,6.31
002422,0.41,5.75%,2017-06-30,0.00%,100.00%,0.00%,0.44
002423,1.28,18.63%,2017-06-30,26.36%,73.64%,0.08%,1.16
002424,0.13,--,-,-,-,-,-
002425,0.18,-0.18%,2017-06-30,---,100.00%,0.00%,0.29
002426,4.67,-4.92%,2017-06-30,69.22%,30.78%,0.10%,8.55
002427,4.67,3.83%,2017-06-30,69.22%,30.78%,0.10%,8.55
002429,0.67,-5.50%,2017-06-30,61.48%,38.52%,0.33%,0.91
002430,5.70,9.16%,2017-06-30,93.52%,6.48%,0.00%,5.88
002431,1.81,9.07%,2017-06-30,92.10%,7.90%,0.00%,1.85
002432,9.76,3.34%,2017-06-30,92.43%,7.57%,0.01%,9.63
002433,7.83,4.96%,2017-06-30,99.98%,0.02%,0.00%,10.48
002434,6.50,8.57%,2017-06-30,99.82%,0.18%,0.00%,6.49
002435,1.40,8.48%,2017-06-30,99.94%,0.06%,0.00%,1.60
002436,0.99,3.39%,2017-06-30,---,100.00%,0.00%,2.48
002437,5.04,--,-,-,-,-,-
002438,13.83,4.35%,2017-06-30,100.00%,0.00%,0.00%,13.80
002440,4.64,1.57%,2017-06-30,21.67%,78.33%,0.02%,4.87
002441,3.47,6.85%,2017-06-30,86.05%,13.95%,0.00%,1.33
002442,30.77,3.65%,2017-06-30,100.00%,0.00%,0.00%,30.66
002443,9.76,15.74%,2017-06-30,98.06%,1.94%,0.01%,19.09
002445,50.36,1.09%,2017-06-30,100.00%,0.00%,0.00%,49.90
002446,15.80,5.01%,2017-06-30,21.64%,78.36%,0.00%,17.40
002447,8.17,3.91%,2017-06-30,99.96%,0.04%,0.00%,8.04
002448,0.90,-3.34%,2017-06-30,38.98%,61.02%,0.03%,2.42
002449,1.03,5.02%,2017-06-30,39.96%,60.04%,0.48%,1.62
002450,0.06,20.34%,2017-06-30,0.00%,100.00%,2.57%,0.06
002451,0.37,19.59%,2017-06-30,0.01%,99.99%,1.21%,0.35
002452,2.13,4.20%,2017-06-30,99.96%,0.04%,0.01%,2.01
002453,6.71,2.38%,2017-06-30,0.19%,99.81%,0.00%,7.77
002454,1.85,1.50%,2017-06-30,1.40%,98.60%,0.00%,2.14
002455,7.06,7.06%,2017-06-30,99.99%,0.01%,0.00%,7.25
002456,13.64,4.64%,2017-06-30,25.13%,74.87%,0.01%,15.92
002457,0.00,--,-,-,-,-,-
002458,20.35,2.61%,2017-06-30,64.94%,35.06%,0.00%,28.88
002459,0.13,6.56%,2017-06-30,92.58%,7.42%,0.01%,0.11
002460,0.22,6.36%,2017-06-30,38.80%,61.20%,0.17%,0.02
002461,7.13,7.72%,2017-06-30,97.71%,2.29%,0.00%,7.14
002462,0.27,7.62%,2017-06-30,23.35%,76.65%,0.00%,0.17
002465,1.47,2.09%,2017-06-30,93.43%,6.57%,0.61%,1.78
002466,41.11,3.46%,2017-06-30,99.99%,0.01%,0.00%,39.44
002467,0.08,-8.00%,2017-06-30,---,100.00%,0.00%,0.15
002468,0.31,0.41%,2017-06-30,---,100.00%,0.00%,0.13
002469,7.80,3.59%,2017-06-30,100.00%,---,0.00%,0.06
002472,3.42,--,-,-,-,-,-
002474,1.74,4.95%,2017-06-30,86.58%,13.42%,0.00%,2.17
002475,1.60,--,-,-,-,-,-
002476,5.26,0.89%,2017-06-30,65.71%,34.29%,0.00%,41.32
002477,0.58,0.40%,2017-06-30,---,100.00%,0.00%,5.52
002478,0.29,2.49%,2017-06-30,---,100.00%,0.03%,1.59
002479,0.37,2.00%,2017-06-30,---,100.00%,0.00%,3.32
002480,4.48,4.49%,2017-06-30,0.31%,99.69%,0.00%,4.20
002481,0.56,2.20%,2017-06-30,99.96%,0.04%,0.01%,1.39
002482,1.35,15.50%,2017-06-30,---,100.00%,0.22%,0.81
002483,10.46,1.77%,2017-06-30,100.00%,---,0.00%,14.94
002485,0.12,3.64%,2017-06-30,0.00%,100.00%,0.00%,0.21
002486,79.75,3.51%,2017-06-30,100.00%,0.00%,0.00%,79.24
002487,4.74,0.10%,2017-06-30,99.91%,0.09%,0.00%,14.74
002488,0.00,-0.20%,2017-06-30,---,100.00%,0.00%,0.00
002489,6.17,2.29%,2017-06-30,0.01%,99.99%,0.00%,7.99
002490,0.23,3.89%,2017-06-30,75.13%,24.87%,0.03%,6.79
002491,5.19,1.39%,2017-06-30,99.98%,0.02%,0.00%,14.70
002492,0.00,3.05%,2017-06-30,0.00%,100.00%,0.07%,0.00
002494,12.60,3.78%,2017-06-30,99.89%,0.11%,0.00%,11.69
002495,0.00,--,-,-,-,-,-
002496,0.03,--,-,-,-,-,-
002497,2.08,5.31%,2017-06-30,99.45%,0.55%,0.00%,6.00
002498,3.74,7.92%,2017-06-30,86.21%,13.79%,0.03%,3.78
002499,0.53,2.69%,2017-06-30,82.53%,17.47%,0.00%,2.17
002500,0.01,2.27%,2017-06-30,0.00%,100.00%,0.16%,0.14
002501,5.20,1.88%,2017-06-30,99.93%,0.07%,0.00%,6.96
002502,19.49,6.03%,2017-06-30,99.19%,0.81%,0.00%,19.52
002503,0.22,5.93%,2017-06-30,86.11%,13.89%,0.01%,0.23
002504,26.78,1.34%,2017-06-30,30.41%,69.59%,0.03%,36.27
002505,4.62,0.52%,2017-06-30,0.00%,100.00%,0.00%,5.88
002506,2.23,3.36%,2017-06-30,86.12%,13.88%,0.00%,4.41
002507,0.00,2.64%,2017-06-30,0.00%,100.00%,0.00%,0.00
002508,0.98,1.50%,2017-06-30,6.30%,93.70%,0.48%,0.98
002509,0.23,1.16%,2017-06-30,0.00%,100.00%,0.00%,0.23
002510,1.10,-2.90%,2017-06-30,96.29%,3.71%,0.04%,2.34
002512,16.19,-0.30%,2017-06-30,20.54%,79.46%,0.00%,20.32
002513,4.99,1.73%,2017-06-30,100.00%,0.00%,0.00%,5.00
002514,0.05,17.51%,2017-06-30,99.40%,0.60%,0.05%,0.05
002515,1.60,8.77%,2017-06-30,99.99%,0.01%,0.00%,1.99
002516,2.24,15.97%,2017-06-30,100.00%,0.00%,0.00%,2.96
002517,0.00,15.00%,2017-06-30,0.00%,100.00%,93.38%,0.00
002518,4.64,6.43%,2017-06-30,99.45%,0.55%,0.00%,4.81
002519,59.01,2.40%,2017-06-30,99.99%,0.01%,0.00%,58.86
002520,0.67,1.28%,2017-06-30,---,100.00%,0.03%,1.11
002521,0.81,2.41%,2017-06-30,92.31%,7.69%,0.00%,1.35
002522,0.00,1.20%,2017-06-30,99.53%,0.47%,0.01%,0.70
002523,9.80,3.31%,2017-06-30,99.99%,0.01%,0.00%,9.78
002524,2.01,2.23%,2017-06-30,99.99%,0.01%,0.00%,2.00
002527,0.90,-0.27%,2017-06-30,6.93%,93.07%,0.28%,1.44
002528,3.70,2.11%,2017-06-30,99.57%,0.43%,0.00%,3.66
002529,0.00,1.80%,2017-06-30,0.00%,100.00%,0.38%,0.00
002530,12.41,3.29%,2017-06-30,0.01%,99.99%,0.00%,14.15
002531,2.43,2.70%,2017-06-30,---,100.00%,0.00%,2.83
002532,10.01,1.71%,2017-06-30,99.99%,0.01%,0.01%,9.69
002533,1.11,2.11%,2017-06-30,---,100.00%,0.70%,0.01
002534,33.32,3.40%,2017-06-30,0.00%,100.00%,0.56%,0.12
002535,0.62,14.96%,2017-06-30,99.32%,0.68%,0.00%,10.07
002536,0.12,14.40%,2017-06-30,0.00%,100.00%,0.00%,0.11
002537,13.45,1.09%,2017-06-30,46.52%,53.48%,0.00%,14.64
002538,0.00,4.18%,2017-06-30,0.00%,100.00%,86.86%,0.00
002539,2.02,3.87%,2017-06-30,100.00%,0.00%,0.00%,4.06
002540,0.00,10.30%,2017-06-30,0.00%,100.00%,81.89%,0.00
002541,3.10,10.20%,2017-06-30,99.99%,0.01%,0.01%,2.98
002542,26.91,3.61%,2017-06-30,0.21%,99.79%,0.00%,34.24
002543,14.38,2.67%,2017-06-30,---,100.00%,0.00%,19.77
002544,1.22,2.19%,2017-06-30,---,100.00%,0.00%,2.05
002545,2.35,11.60%,2017-06-30,99.96%,0.04%,0.00%,2.33
002546,84.35,4.17%,2017-06-30,0.00%,100.00%,0.00%,39.10
002547,0.56,12.71%,2017-06-30,---,100.00%,0.00%,0.17
002548,14.35,1.71%,2017-06-30,99.99%,0.01%,0.00%,13.97
002549,0.65,3.77%,2017-06-30,84.82%,15.18%,0.00%,1.40
002550,10.01,3.42%,2017-06-30,99.99%,0.01%,0.00%,9.98
002552,10.24,1.48%,2017-06-30,99.82%,0.18%,0.00%,14.85
002553,0.09,1.15%,2017-06-30,---,100.00%,0.00%,0.13
002554,0.69,4.28%,2017-06-30,34.39%,65.61%,0.00%,1.47
002555,6.27,17.33%,2017-06-30,99.91%,0.09%,0.00%,6.67
002556,0.02,11.81%,2017-06-30,---,100.00%,0.03%,0.02
002558,0.01,9.50%,2017-06-30,---,100.00%,0.00%,0.01
002559,5.43,9.20%,2017-06-30,100.00%,0.00%,0.00%,5.22
002560,38.06,2.71%,2017-06-30,51.47%,48.53%,0.00%,41.13
002561,1.77,7.91%,2017-06-30,92.79%,7.21%,0.43%,2.28
002562,4.71,8.98%,2017-06-30,96.51%,3.49%,0.04%,3.70
002563,2.82,6.32%,2017-06-30,31.45%,68.55%,0.00%,3.21
002564,0.12,-15.21%,2017-06-30,99.58%,0.42%,0.17%,0.22
002565,6.04,4.71%,2017-06-30,---,100.00%,0.04%,6.52
002566,1.90,4.14%,2017-06-30,---,100.00%,0.01%,2.15
002567,0.59,2.05%,2017-06-30,0.74%,99.26%,0.00%,1.33
002568,10.13,3.38%,2017-06-30,99.99%,0.01%,0.00%,9.95
002569,1.45,2.12%,2017-06-30,99.98%,0.02%,0.00%,1.44
002573,37.58,3.01%,2017-06-30,44.49%,55.51%,0.00%,41.49
002574,2.10,10.26%,2017-06-30,0.00%,100.00%,0.00%,3.47
002575,0.00,15.54%,2017-06-30,0.00%,100.00%,74.29%,0.00
002576,2.23,15.35%,2017-06-30,100.00%,0.00%,0.00%,2.96
002577,2.26,-25.18%,2017-06-30,36.32%,63.68%,0.10%,6.54
002578,47.59,3.75%,2017-06-30,99.99%,0.01%,0.00%,47.31
002579,9.90,3.14%,2017-06-30,100.00%,0.00%,0.00%,9.90
002580,0.25,-10.38%,2017-06-30,100.00%,---,0.00%,0.26
002581,0.05,18.01%,2017-06-30,99.86%,0.14%,0.07%,0.05
002582,1.60,10.18%,2017-06-30,99.99%,0.01%,0.00%,2.00
002583,0.00,-4.74%,2016-12-31,100.00%,0.00%,0.00%,0.34
002584,1.68,4.55%,2017-06-30,4.22%,95.78%,0.01%,2.07
002585,31.88,3.47%,2017-06-30,60.59%,39.41%,0.00%,46.39
002586,0.58,--,2017-06-30,0.00%,100.00%,0.00%,1.17
002587,0.15,--,2017-06-30,---,100.00%,0.00%,0.21
002588,0.63,13.68%,2017-06-30,79.48%,20.52%,0.12%,1.83
002589,3.58,0.80%,2017-06-30,6.07%,93.93%,0.00%,4.09
002590,5.44,1.40%,2017-06-30,41.71%,58.29%,0.00%,5.93
002591,0.00,2.69%,2017-06-30,98.51%,1.49%,1.38%,0.00
002592,3.48,2.94%,2017-06-30,100.00%,0.00%,0.00%,8.92
002593,5.42,28.40%,2017-06-30,76.33%,23.67%,1.43%,2.44
002594,2.68,10.16%,2017-06-30,92.82%,7.18%,0.00%,2.86
002595,0.38,9.73%,2017-06-30,---,100.00%,0.00%,0.41
002596,22.33,4.94%,2017-06-30,50.55%,49.45%,0.00%,24.54
002597,0.57,7.25%,2017-06-30,79.72%,20.28%,1.61%,0.53
002598,0.35,-14.63%,2017-06-30,0.00%,100.00%,0.00%,0.49
002599,0.01,-13.43%,2017-06-30,0.00%,100.00%,0.00%,0.01
002600,10.74,2.44%,2017-06-30,99.91%,0.09%,0.00%,15.01
002601,32.89,-0.29%,2017-06-30,4.00%,96.00%,0.00%,39.70
002602,2.65,--,2017-06-30,0.05%,99.95%,0.00%,4.31
002603,3.68,1.40%,2017-06-30,99.33%,0.67%,0.01%,7.03
002604,1.61,6.68%,2017-06-30,62.65%,37.35%,0.01%,8.73
002605,0.89,25.60%,2017-06-30,0.00%,100.00%,0.01%,0.44
002607,1.03,1.87%,2017-06-30,100.00%,0.00%,0.00%,15.15
002610,0.55,-1.44%,2017-06-30,---,100.00%,0.36%,0.79
002611,3.74,-1.79%,2017-06-30,---,100.00%,0.18%,0.75
002612,0.48,-2.72%,2017-06-30,0.00%,100.00%,0.00%,0.91
002614,6.36,8.35%,2017-06-30,99.77%,0.23%,0.00%,6.77
002615,0.48,8.46%,2017-06-30,80.39%,19.61%,0.00%,0.89
002616,7.45,6.69%,2017-06-30,98.90%,1.10%,0.00%,7.07
002617,0.03,6.79%,2017-06-30,---,100.00%,0.47%,0.03
002618,7.53,5.54%,2017-06-30,99.48%,0.52%,0.00%,6.98
002619,0.02,5.53%,2017-06-30,---,100.00%,0.15%,0.03
002620,0.65,--,-,-,-,-,-
002621,0.75,27.57%,2017-06-30,9.86%,90.14%,0.49%,1.54
002622,40.29,6.34%,2017-06-30,84.89%,15.11%,0.00%,46.53
002623,4.12,7.17%,2017-06-30,99.95%,0.05%,0.00%,3.92
002624,5.15,26.78%,2017-06-30,15.48%,84.52%,0.03%,3.68
002625,5.05,-0.19%,2017-06-30,98.96%,1.04%,0.01%,15.00
002626,0.01,16.23%,2017-06-30,100.00%,0.00%,0.00%,3.00
002627,0.00,22.91%,2017-06-30,0.00%,100.00%,46.90%,0.00
002628,10.65,3.00%,2017-06-30,51.48%,48.52%,0.00%,11.66
002629,0.29,2.31%,2017-06-30,0.36%,99.64%,0.00%,0.42
002630,0.03,--,2017-06-30,---,100.00%,2.75%,0.00
002631,0.64,--,2017-06-30,98.80%,1.20%,0.00%,2.02
002632,10.08,1.79%,2017-06-30,99.98%,0.02%,0.00%,10.02
002633,0.00,1.47%,2017-06-30,0.00%,100.00%,1.07%,0.00
002634,1.44,-10.74%,2017-06-30,2.31%,97.69%,0.18%,2.25
002635,22.47,3.00%,2017-06-30,100.00%,0.00%,0.00%,22.40
002636,3.33,4.13%,2017-06-30,99.66%,0.34%,0.00%,2.61
002637,0.10,3.94%,2017-06-30,0.00%,100.00%,0.10%,0.02
002638,32.46,3.33%,2017-06-30,100.00%,0.00%,0.00%,32.05
002639,0.41,-0.03%,2017-06-30,95.57%,4.43%,0.02%,2.89
002640,7.29,2.88%,2017-06-30,11.88%,88.12%,0.00%,8.31
002643,12.83,4.72%,2017-06-30,99.04%,0.96%,0.00%,12.12
002644,17.46,2.70%,2017-06-30,51.13%,48.87%,0.00%,19.76
002645,0.00,1.70%,-,-,-,-,-
002646,0.32,3.85%,2017-06-30,54.47%,45.53%,13.60%,0.33
002647,5.10,4.10%,2017-06-30,100.00%,---,0.00%,4.11
002648,4.98,5.07%,2017-06-30,0.58%,99.42%,0.00%,5.95
002649,2.05,--,-,-,-,-,-
002650,7.07,2.32%,2017-06-30,100.00%,0.00%,0.00%,15.06
002651,2.77,7.29%,2017-06-30,56.60%,43.40%,0.07%,7.59
002652,1.72,6.79%,2017-06-30,23.02%,76.98%,0.08%,2.12
002653,13.23,14.10%,2017-06-30,93.66%,6.34%,0.05%,9.79
002654,1.00,-4.04%,2017-06-30,13.60%,86.40%,0.14%,1.59
002655,0.73,2.64%,2017-06-30,7.20%,92.80%,0.62%,1.32
002656,2.75,-12.19%,2017-06-30,12.25%,87.75%,0.17%,1.65
002657,11.62,2.69%,2017-06-30,29.96%,70.04%,0.00%,16.69
002658,2.15,1.90%,2017-06-30,0.00%,100.00%,0.00%,2.85
002659,12.82,5.83%,2017-06-30,99.99%,0.01%,0.00%,11.54
002660,12.83,5.81%,2017-06-30,99.79%,0.21%,0.00%,11.53
002661,3.90,0.41%,2017-06-30,100.00%,0.00%,0.00%,3.97
002662,0.29,13.40%,2017-06-30,0.00%,100.00%,0.01%,0.68
002663,0.33,13.11%,2017-06-30,39.76%,60.24%,0.00%,1.33
002664,0.01,10.54%,2017-06-30,99.91%,0.09%,0.00%,5.20
002665,1.12,6.61%,2017-06-30,99.93%,0.07%,0.01%,0.99
002666,0.78,36.80%,2017-06-30,0.00%,100.00%,0.00%,0.10
002667,2.76,35.90%,2017-06-30,93.52%,6.48%,0.00%,1.95
002668,12.83,5.92%,2017-06-30,99.85%,0.15%,0.00%,11.18
002669,1.06,-22.85%,2017-06-30,5.03%,94.97%,0.00%,1.65
002670,0.99,-0.30%,2017-06-30,100.00%,0.00%,0.00%,5.02
002671,0.00,25.08%,2017-06-30,99.98%,0.02%,0.01%,0.52
002672,7.28,3.91%,2017-06-30,57.49%,42.51%,1.56%,0.26
002673,81.73,4.16%,2017-06-30,99.81%,0.19%,0.00%,41.54
002674,0.29,-10.42%,2017-06-30,---,100.00%,0.00%,0.51
002675,0.01,4.20%,2017-06-30,0.01%,99.99%,0.00%,0.01
002677,0.52,2.82%,2017-06-30,99.90%,0.10%,0.00%,1.10
002678,0.00,2.44%,2017-06-30,---,100.00%,0.10%,0.00
002679,0.00,4.15%,2017-06-30,0.00%,100.00%,82.11%,0.00
002680,7.71,4.39%,2017-06-30,100.00%,0.00%,0.00%,991.20
002681,9.33,2.91%,2017-06-30,22.77%,77.23%,0.00%,10.98
002682,2.01,2.21%,2017-06-30,0.31%,99.69%,0.00%,2.62
002683,0.28,2.39%,2017-06-30,27.68%,72.32%,0.01%,0.72
002684,8.11,4.06%,2017-06-30,100.00%,0.00%,0.00%,8.09
002685,7.89,9.99%,2017-06-30,4.41%,95.59%,0.35%,8.31
002686,0.54,9.22%,2017-06-30,1.60%,98.40%,0.03%,0.62
002688,1.43,3.12%,2017-06-30,97.73%,2.27%,0.00%,1.39
002689,0.01,2.70%,2017-06-30,0.00%,100.00%,1.83%,0.05
002690,3.25,2.68%,2017-06-30,0.72%,99.28%,0.00%,4.17
002691,8.02,2.39%,2017-06-30,81.42%,18.58%,0.00%,12.88
002692,1.57,21.21%,2017-06-30,32.14%,67.86%,0.05%,1.70
002693,0.57,0.20%,2017-06-30,0.00%,100.00%,0.01%,0.91
002694,0.83,--,-,-,-,-,-
002695,1.57,9.07%,2017-06-30,0.00%,100.00%,0.03%,1.42
002696,0.68,8.41%,2017-06-30,0.00%,100.00%,0.00%,0.62
002697,0.13,28.01%,2017-06-30,---,100.00%,0.00%,0.05
002698,60.20,3.19%,2017-06-30,99.99%,0.01%,0.00%,59.82
002699,0.01,14.29%,2017-06-30,---,100.00%,1.60%,0.01
002700,2.15,14.11%,2017-06-30,100.00%,---,0.00%,3.01
002701,4.32,7.09%,2017-06-30,50.64%,49.36%,0.02%,4.19
002702,2.10,6.62%,2017-06-30,43.14%,56.86%,0.08%,1.13
002703,13.71,1.71%,2017-06-30,17.85%,82.15%,0.01%,16.81
002704,2.31,1.69%,2017-06-30,95.45%,4.55%,0.00%,2.31
002705,0.04,1.28%,2017-06-30,---,100.00%,0.00%,0.04
002706,10.38,4.32%,2017-06-30,100.00%,0.00%,0.00%,52.72
002707,2.78,--,-,-,-,-,-
002708,0.45,-2.81%,2017-06-30,0.07%,99.93%,0.28%,0.84
002709,0.27,3.62%,2017-06-30,54.05%,45.95%,16.59%,0.12
002710,3.14,3.87%,2017-06-30,100.00%,0.00%,0.00%,1.51
002711,2.18,4.46%,2017-06-30,99.74%,0.26%,0.00%,3.81
002712,0.00,4.37%,2017-06-30,0.00%,100.00%,0.00%,0.00
002713,1.02,--,-,-,-,-,-
002714,34.52,1.42%,2017-06-30,80.91%,19.09%,0.03%,44.90
002715,0.46,8.25%,2017-06-30,85.29%,14.71%,0.00%,1.55
002716,0.00,2.47%,2017-06-30,99.53%,0.47%,0.05%,0.50
002717,2.02,5.48%,2017-06-30,99.87%,0.13%,0.00%,2.00
002718,0.01,7.02%,2017-06-30,---,100.00%,9.52%,0.01
002719,2.45,3.89%,2017-06-30,99.99%,0.01%,0.00%,2.30
002720,1.29,0.89%,2017-06-30,96.26%,3.74%,0.00%,1.28
002721,0.02,0.60%,2017-06-30,---,100.00%,0.00%,0.09
